repo,path,id,group,stated_status_line,lifecycle_phase,owner,baseline_status,baseline_closed,last_git_commit_date,last_git_commit,age_days,evidence_line,evidence_quote,evidence,classification_method,checked_boxes,unchecked_boxes,source_sha256,retirement_candidate,retirement_reason,duplicate_id_across_repos
futon2,futon2/holes/M-actuator-spec-A5-expected-leg.md,M-actuator-spec-A5-expected-leg,undetermined,,,"L3: claude-4 (Codex builds, claude-4 reviews). **Extends:",unknown,no,2026-07-10T09:16:13+01:00,ad7e5e7ff04849735297f4f40a2fefe533912e31,73,,,No recognized document status/lifecycle field in first 80 lines; later section statuses are not promoted to mission status.,no-header,0,0,b43feb9f15fbdcfdce5a5aa6a4e722ff2c0b8c627e5030832671d0c2f2ea9afc,no,,
futon2,futon2/holes/M-actuator-spec-A5-grounded-realized.md,M-actuator-spec-A5-grounded-realized,undetermined,,,"L3: claude-4 (Codex builds, claude-4 reviews). **Extends:",unknown,no,2026-07-10T09:16:13+01:00,ad7e5e7ff04849735297f4f40a2fefe533912e31,73,,,No recognized document status/lifecycle field in first 80 lines; later section statuses are not promoted to mission status.,no-header,0,0,f354ab2ebb91b91b99b910d072c7fa686e1a7c5fbf971b078eb439c79debc75b,no,,
futon2,futon2/holes/M-actuator-spec-A6-rerank.md,M-actuator-spec-A6-rerank,undetermined,,,"L3: claude-4 (Codex builds, claude-4 reviews). **New ns:",claude-5/a4a owns `:capability-star`. **stays off the live enact,no,2026-07-10T09:16:13+01:00,ad7e5e7ff04849735297f4f40a2fefe533912e31,73,,,No recognized document status/lifecycle field in first 80 lines; later section statuses are not promoted to mission status.,no-header,0,0,34a0eb3056491573c8dd88d2b310db397cdea489f46e95ea9a172f960c562bd4,no,,
futon2,futon2/holes/M-actuator-spec-build-match.md,M-actuator-spec-build-match,undetermined,,,"L3: claude-4 (Codex builds, claude-4 reviews). **Extends:",unknown,no,2026-07-10T09:16:13+01:00,ad7e5e7ff04849735297f4f40a2fefe533912e31,73,,,No recognized document status/lifecycle field in first 80 lines; later section statuses are not promoted to mission status.,no-header,0,0,52d29b0fd879aca1736e66b5e10fbd5306064149c677fa647d78aa0e8b0fafee,no,,
futon2,futon2/holes/M-actuator-spec-c-selection-authoring-coupling.md,M-actuator-spec-c-selection-authoring-coupling,undetermined,,,"L3: claude-4 (author ≠ reviewer; Codex builds, claude-4 reviews)",unknown,no,2026-07-10T09:16:13+01:00,ad7e5e7ff04849735297f4f40a2fefe533912e31,73,,,No recognized document status/lifecycle field in first 80 lines; later section statuses are not promoted to mission status.,no-header,0,0,348d351900ee0401e5011dd4466263ff0597b0d12a43402001b7113216a0b4fd,no,,
futon2,futon2/holes/M-actuator-spec-code-build-match.md,M-actuator-spec-code-build-match,undetermined,,,"L3: claude-4 (Codex builds, claude-4 reviews). **Idea (Joe):** the CLean",unknown,no,2026-07-10T09:16:13+01:00,ad7e5e7ff04849735297f4f40a2fefe533912e31,73,,,No recognized document status/lifecycle field in first 80 lines; later section statuses are not promoted to mission status.,no-header,0,0,eca49cdd905c6297b91c74b19a25179af92cdc15b8028cc367d29c59b268f005,no,,
futon2,futon2/holes/M-actuator-spec-fold-emits-clean.md,M-actuator-spec-fold-emits-clean,undetermined,,,"L3: claude-4 (Codex builds, claude-4 reviews). **Idea (Joe):** the",unknown,no,2026-07-10T09:16:13+01:00,ad7e5e7ff04849735297f4f40a2fefe533912e31,73,,,No recognized document status/lifecycle field in first 80 lines; later section statuses are not promoted to mission status.,no-header,0,0,5d1543dfb1c6bf457073fd8ac83824b748b556c8a5a17255cf09ccbe12826a0e,no,,
futon2,futon2/holes/M-actuator-spec-substrate2-access.md,M-actuator-spec-substrate2-access,undetermined,,,L3: claude-4. **Blocks:** the A3 provable-match witness (endpoints,unknown,no,2026-07-10T09:16:13+01:00,ad7e5e7ff04849735297f4f40a2fefe533912e31,73,,,No recognized document status/lifecycle field in first 80 lines; later section statuses are not promoted to mission status.,no-header,0,0,524363df1925e3ad32b2aedb6866c5de006b36e53f2633e50d55e138c7855866,no,,
futon2,futon2/holes/M-actuator-spec-witness-live.md,M-actuator-spec-witness-live,undetermined,,,"L3: claude-4 (Codex builds, claude-4 reviews). **Extends:",the `:discharge` read). **requires** `futon2.aif.operational-witness` (the pure ,no,2026-07-10T09:16:13+01:00,ad7e5e7ff04849735297f4f40a2fefe533912e31,73,,,No recognized document status/lifecycle field in first 80 lines; later section statuses are not promoted to mission status.,no-header,0,0,bd4dad49c2a1f18d4f10e8121dd4b2fa7ca38338ba85620d8031ae01df505c35,no,,
futon2,futon2/holes/M-aif-ants-port.md,M-aif-ants-port,open,"L3: **Status:** SPEC / DERIVE (2026-07-14). Owner: Claude. Build: staged Zai handoffs, Claude reviews each.",L3 (status phase mentions): DERIVE,"L3: Claude. Build: staged Zai handoffs, Claude reviews each.","spec / derive (2026-07-14). owner: claude. build: staged zai handoffs, claude re",no,2026-07-14T18:55:28+01:00,73ad1bbf50e781c8d2279d0f74853c52c5d9dadb,69,3,"**Status:** SPEC / DERIVE (2026-07-14). Owner: Claude. Build: staged Zai handoffs, Claude reviews each.",Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,e2a40c66b10286b0d819e41a30b7bbeb7044c1453ec2d858030781511762d2ef,yes,Open; last Git touch 2026-07-14 UTC (69 days before census date).,
futon2,futon2/holes/M-aif-faithfulness.md,M-aif-faithfulness,open,L4: **Status:** ACTIVE (2026-07-04: Joe ratified the §3 scope boundary and took ALL,,"L6: claude-12 (acting, per Joe's 2026-07-04 go-ahead; framed by Joe + claude-7)",active (2026-07-04: joe ratified the §3 scope boundary and took all,no,2026-07-14T00:22:41+01:00,9d8f2dee099382e19467c92152ed0805c1b0f337,70,4,**Status:** ACTIVE (2026-07-04: Joe ratified the §3 scope boundary and took ALL,Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,4e8705219b50c5d7a2c625bcd5363075e95d8a1423d64e41b797971b2602c340,yes,Open; last Git touch 2026-07-13 UTC (70 days before census date).,
futon2,futon2/holes/M-aif-head.md,M-aif-head,closed-unwitnessed,L1: **Status:** COMPLETE (2026-03-15),,L296: Joe,complete (2026-03-15),yes,2026-03-15T20:34:36+00:00,ce8aabefd13b7d838c4ec2b081fc08aa9059b279,190,162,### Completion criteria,"COMPLETE and all nine implementation handoffs recorded at 1896–1910, but no explicit discharge mapping for all seven mission criteria, particularly autonomous default-mode demonstration and all-decision evidence emission.",manual,10,0,b9d7da93cb8c6a57477c8aed5531aa3f8f87de91af9c9f1d960f5b409da1fc87,no,,
futon2,futon2/holes/M-aif-stack.md,M-aif-stack,open,"L4: **Status:** SPEC. Opening act dispatched (Slice 5 re-specified, below).",,"L3: Claude (claude-4), operator Joe.","spec. opening act dispatched (slice 5 re-specified, below).",no,2026-08-02T13:12:45+01:00,88858be708c9c4951aafe3b21cb4316ff1c8abe6,50,4,"**Status:** SPEC. Opening act dispatched (Slice 5 re-specified, below).",Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,749a1941341367f5546b9c6191de854105a99f91579e0822ccb6169add0e26b7,yes,Open; last Git touch 2026-08-02 UTC (50 days before census date).,
futon2,futon2/holes/M-aif-wiring.md,M-aif-wiring,open,L4: **Status:** **IDENTIFY** (new mission; successor home for the R14–R18 gaps surfaced by the now-closed M-wm-policies). *Name provisional — Joe may rename.*,L4 (status phase mentions): IDENTIFY,L5: Joe + claude-6,identify** (new mission; successor home for the r14–r18 gaps surfaced by the now,no,2026-09-20T23:07:39+00:00,1ed5006eae14ffaabed7d3dd2e0a8b5f7c06bb4e,1,4,**Status:** **IDENTIFY** (new mission; successor home for the R14–R18 gaps surfaced by the now-closed M-wm-policies). *Name provisional — Joe may rename.*,IDENTIFY is this mission's status; now-closed refers to its predecessor M-wm-policies.,manual,0,5,0c88ff352a47236e89a2638f082d8838cdac11afc92fe772b1a39d334f64f0b8,no,,
futon2,futon2/holes/M-aif2.md,M-aif2,closed-witnessed,"L4: **Status:** **CLOSED on its own criteria — DELIVERED 2026-06-02** (Joe-agreed Option A; see §8 CLOSURE). All 7 IDENTIFY criteria met (R11 ruled `fired-weak`; T4 five-source classification recorded); slice-1 (tension-proposer) + β (playful-precision) built + green; **slice-1 live-installed** in `judge` consuming the delivered E1 curvature. Was: IDENTIFY→VERIFY→INSTANTIATE under Campaign `C-substrate-completion` (E1 consumer). **Named residue = Campaign RUN/DELIVER, NOT M-aif2:** the beats-baseline value-proof (#5) + E2/E3/differentiable signal-upgrades behind the logged seam (§8). The basic `aif` model stays frozen + honest.","L4 (status phase mentions): IDENTIFY, IDENTIFY, VERIFY, INSTANTIATE",L6: claude-3** (engineering; ratified by Joe 2026-06-01); home `futon2/holes/` (the AIF apparatus repo). Driver: Joe. Member of the **swarm** on Campaign `C-substrate-completion` (E1 consumer).,closed on its own criteria — delivered 2026-06-02** (joe-agreed option a; see §8,yes,2026-06-09T21:00:24+01:00,3978c29092b60119e9b0c233e5bfaaabb3a03280,104,620,,"Final closure section explicitly rechecks all seven IDENTIFY criteria as met, with aif2-exotype.edn, slice-1/β implementation and five-source dispositions; earlier unchecked list is superseded by FINAL list.",manual,8,6,4f1b89f6a7c7a5a8b556b151b8995f9b8b5bc05a49915a8f5eb48da43258f660,no,,
futon2,futon2/holes/M-aif4iad.md,M-aif4iad,open,L4: **Status:** IDENTIFY (mission proposal),L4 (status phase mentions): IDENTIFY,L208: Joe,identify (mission proposal),no,2026-03-31T22:06:16+01:00,ce7a8165d31a47edf2e043c3b609932c7af4cec5,174,4,**Status:** IDENTIFY (mission proposal),Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,10,066de4492c49a1cf01837f453889ce3fd009c7e5ad445c5dc9b6fc6c3248c71d,yes,Open; last Git touch 2026-03-31 UTC (174 days before census date).,
futon2,futon2/holes/M-arguing-worlds.md,M-arguing-worlds,open,L8: **Date:** 2026-06-10 — **Phase: HEAD ✓ → IDENTIFY** (drafted by Fable from the,L8: HEAD ✓ → IDENTIFY** (drafted by Fable from the,,unknown,no,2026-06-10T18:24:59+01:00,e6e2f30f86ea72221f657ab9d86797a16e06e7a6,103,8,**Date:** 2026-06-10 — **Phase: HEAD ✓ → IDENTIFY** (drafted by Fable from the,Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,564f61e96bcf8c1b84a5242273f23062a5032fabc03acbd12fb66b7e06f25d91,yes,Open; last Git touch 2026-06-10 UTC (103 days before census date).,
futon2,futon2/holes/M-composition-aware-reward.md,M-composition-aware-reward,open,L3: **Status: IDENTIFY complete (evidence below) → DERIVE/INSTANTIATE chartered,"L3 (status phase mentions): IDENTIFY, DERIVE, INSTANTIATE",,identify complete (evidence below) → derive/instantiate chartered,yes,2026-07-11T07:27:33+01:00,bc9b121c7657ceb2ac5d4771178156ffd9d9fe97,72,3,**Status: IDENTIFY complete (evidence below) → DERIVE/INSTANTIATE chartered,IDENTIFY complete is followed by DERIVE/INSTANTIATE chartered; no mission closure.,manual,0,0,ef15ec6eb47a999841e1e4276a2544ac4c7b2d073f9ea9abb4d58bc61ad4868b,yes,Open; last Git touch 2026-07-11 UTC (72 days before census date).,
futon2,futon2/holes/M-custom-harness.md,M-custom-harness,open,"L11: **Status (2026-07-04, end of day): VERIFY COMPLETE (§14) — the §8.4",L11 (status phase mentions): VERIFY,,"2026-07-04, end of day): verify complete (§14) — the §8.4",yes,2026-07-04T20:57:33+01:00,f156822726d4b7b732173a1916e5b83d8b7ae283,79,16,excursion are all done and live-verified. Remaining: DOCUMENT. Parked:,VERIFY complete but header explicitly says Remaining: DOCUMENT.,manual,0,0,5e42157a8e60ef206b24e0aa3f4187d9f5ace29830ecada8b8090b45d23ffee7,yes,Open; last Git touch 2026-07-04 UTC (79 days before census date).,
futon2,futon2/holes/M-digital-nomad-patterns.md,M-digital-nomad-patterns,open,L3: **Status:** IDENTIFY (2026-07-27). **Owner:** Joe + claude-4.,L3 (status phase mentions): IDENTIFY,L3: Joe + claude-4.,identify (2026-07-27). **owner:** joe + claude-4.,no,2026-07-27T20:04:39+01:00,34f54bad10672bd2dc035a051c452b58e33554b3,56,3,**Status:** IDENTIFY (2026-07-27). **Owner:** Joe + claude-4.,Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,2fcbad0b4c834dfc6c3a6b1fa6bb13ac9488499cfe8c37ab2be2a0e65a53ee75,yes,Open; last Git touch 2026-07-27 UTC (56 days before census date).,
futon2,futon2/holes/M-evaluate-policies.md,M-evaluate-policies,open,"L4: **Status:** ALL PHASES THROUGH DOCUMENT complete 2026-07-03 — single day, operator",L4 (status phase mentions): DOCUMENT,L19: unassigned (framed by Joe + claude-11) | L380: still unassigned — assignment is Joe's call at the,"all phases through document complete 2026-07-03 — single day, operator",yes,2026-07-04T07:33:32+01:00,cd0d25da8a66886b75676e913daca3f5848651db,79,14,(author ≠ reviewer throughout). **OPEN at close-candidate:** C10 (Joe) · E7,"All phases through DOCUMENT claimed complete, but C10/E7 remain open at close-candidate and mission-close is still Joe's call; tail retains these evidence steps.",manual,0,0,c83a9855f7f9b35f3ff167ab22f2e975a7d509b719fbcfef54d3e45ee2a17e54,yes,Open; last Git touch 2026-07-04 UTC (79 days before census date).,
futon2,futon2/holes/M-experiment-build-match.md,M-experiment-build-match,open,"L4: **Status:** SPEC. Deliberately named after `M-actuator-spec-build-match.md`,",,L3: Claude (claude-4). **Operator:** Joe.,"spec. deliberately named after `m-actuator-spec-build-match.md`,",no,2026-08-02T10:27:13+01:00,cef78d3c42cc670edf389acaa7d8ebd210dc1682,50,4,"**Status:** SPEC. Deliberately named after `M-actuator-spec-build-match.md`,",Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,0a385b9d6f8e0aaade84218a8991a87be0eb82eebf642d6ededebdbdfe33281c,yes,Open; last Git touch 2026-08-02 UTC (50 days before census date).,
futon2,futon2/holes/M-feature-acceptance-qa-phase2.md,M-feature-acceptance-qa-phase2,open,"L3: **Status:** IDENTIFY → handoff, reviewed by claude-6.",L3 (status phase mentions): IDENTIFY,,"identify → handoff, reviewed by claude-6.",no,2026-07-22T11:06:00+01:00,efc35e713226bca529fcf58ab249694db7add094,61,3,"**Status:** IDENTIFY → handoff, reviewed by claude-6.",Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,71b4ce57549e4878bbd8359e25dac9a5bd6c5b4302e1c9ee4658991347a7215d,yes,Open; last Git touch 2026-07-22 UTC (61 days before census date).,
futon2,futon2/holes/M-feature-acceptance-qa.md,M-feature-acceptance-qa,open,"L3: **Status:** IDENTIFY → Phase 1 handoff to codex-4, reviewed by claude-6.",L3 (status phase mentions): IDENTIFY,,"identify → phase 1 handoff to codex-4, reviewed by claude-6.",no,2026-07-22T11:06:00+01:00,efc35e713226bca529fcf58ab249694db7add094,61,3,"**Status:** IDENTIFY → Phase 1 handoff to codex-4, reviewed by claude-6.",Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,8501cffe3e622112f5efcfaa7e6b796edf6eeda795380deaf478c99feec8ba66,yes,Open; last Git touch 2026-07-22 UTC (61 days before census date).,
futon2,futon2/holes/M-fold-ansatz.md,M-fold-ansatz,open,L3: **Date:** 2026-07-01 · **Status:** MAP COMPLETE (claude-4 — the scatter is mapped; see §MAP M1–M4; awaiting Joe's ARGUE steer). IDENTIFY complete below.,"L3 (status phase mentions): MAP, MAP, ARGUE, IDENTIFY",L301: pilot by claude-4; scale-out TBD. Flag if a pair won't gate (a real finding about,map complete (claude-4 — the scatter is mapped; see §map m1–m4; awaiting joe's a,yes,2026-07-10T09:16:13+01:00,ad7e5e7ff04849735297f4f40a2fefe533912e31,73,3,**Date:** 2026-07-01 · **Status:** MAP COMPLETE (claude-4 — the scatter is mapped; see §MAP M1–M4; awaiting Joe's ARGUE steer). IDENTIFY complete below.,MAP complete only; awaiting operator steer and open follow-on decision at 631–635.,manual,0,0,10cbe1877f96f5de50471040f51be10cc0e03bfb11325cecddbca27084e53d45,yes,Open; last Git touch 2026-07-10 UTC (73 days before census date).,
futon2,futon2/holes/M-fold-self-play.md,M-fold-self-play,open,"L3: **Status: IDENTIFY (2026-07-05, operator-directed). Owner: TBD (operator",L3 (status phase mentions): IDENTIFY,L3: TBD (operator,"identify (2026-07-05, operator-directed). owner: tbd (operator",no,2026-07-05T09:06:50+01:00,cb537e255fa0a9e3bf950eb47da1c79a89d0fc1c,78,3,"**Status: IDENTIFY (2026-07-05, operator-directed). Owner: TBD (operator",Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,25e38a49b601bf860522367627d0739c5277c1cbf7234ad4d0916ea0d2f841fe,yes,Open; last Git touch 2026-07-05 UTC (78 days before census date).,
futon2,futon2/holes/M-futon1b-port.md,M-futon1b-port,closed-witnessed,"L3: **Status: COMPLETE (2026-07-04). All P1–P4, E1–E4 criteria MET. Mission",,L6: zai-9. Reviewer of record: claude-16. Operator gate: Joe.**,"complete (2026-07-04). all p1–p4, e1–e4 criteria met. mission",yes,2026-07-04T20:57:33+01:00,f156822726d4b7b732173a1916e5b83d8b7ae283,79,818,### P-criteria scoreboard (final),"Final P1–P4 and E1–E4 tables mark every criterion MET with scripts, assertions, parity output and PAR IDs; explicit operator close at 837.",manual,0,0,7a3d0226c477e8d2c254c7619c4af4e21220371dee8546a21cc33bea0854a6af,no,,
futon2,futon2/holes/M-goals-and-holes.md,M-goals-and-holes,open,L4: **Status:** **IDENTIFY** (standard mission — run by the lifecycle; the **backward/goal dual** of [[M-operational-vocabulary]]).,L4 (status phase mentions): IDENTIFY,L5: Joe + claude-1,identify** (standard mission — run by the lifecycle; the **backward/goal dual** ,no,2026-09-20T23:07:39+00:00,1ed5006eae14ffaabed7d3dd2e0a8b5f7c06bb4e,1,4,**Status:** **IDENTIFY** (standard mission — run by the lifecycle; the **backward/goal dual** of [[M-operational-vocabulary]]).,Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,5,0b87dd35f65c7107e1415f531293b7e54e303eb79d8321257e4cdead7137d9a5,no,,
futon2,futon2/holes/M-joe-reflection.md,M-joe-reflection,open,"L3: **Status: IDENTIFY (DRAFT 2026-07-12, claude-2 from Joe's charter, this",L3 (status phase mentions): IDENTIFY,,"identify (draft 2026-07-12, claude-2 from joe's charter, this",no,2026-07-12T10:09:05+01:00,f868ec4733faf4cee62a82ef55a14838aa324d29,71,3,"**Status: IDENTIFY (DRAFT 2026-07-12, claude-2 from Joe's charter, this",Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,0b63b1de7c9c8059f44a4ae1e875ab905a3dd732d1b8c2438911231e353d6451,yes,Open; last Git touch 2026-07-12 UTC (71 days before census date).,
futon2,futon2/holes/M-legacy-sorry-cleanup.md,M-legacy-sorry-cleanup,open,"L3: **Status:** IDENTIFY (2026-07-02, spawned from M-fold-ansatz / the A-next gold-corpus work).",L3 (status phase mentions): IDENTIFY,L4: Joe + Claude. **Input snapshot:** `futon2/holes/labs/M-legacy-sorry-cleanup/legacy-sorries-snapshot.edn`,"identify (2026-07-02, spawned from m-fold-ansatz / the a-next gold-corpus work).",no,2026-07-10T09:16:13+01:00,ad7e5e7ff04849735297f4f40a2fefe533912e31,73,3,"**Status:** IDENTIFY (2026-07-02, spawned from M-fold-ansatz / the A-next gold-corpus work).",Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,fed29a408c79675359b3f701b20ad45fde21b34b038c05bbcd5e954a1c2afac1,yes,Open; last Git touch 2026-07-10 UTC (73 days before census date).,
futon2,futon2/holes/M-marks-to-labels.md,M-marks-to-labels,open,"L3: **Status: DRAFT 2026-07-12 (claude-5 laptop, from Joe's synthesis: ""label mass",,,"draft 2026-07-12 (claude-5 laptop, from joe's synthesis: ""label mass",no,2026-07-12T08:39:48+01:00,8ddb7d538705f6e97172f34746e0f4238a704f08,71,3,"**Status: DRAFT 2026-07-12 (claude-5 laptop, from Joe's synthesis: ""label mass",Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,43564737695e8b83eb877b99f564dafcd2a6e759497ee361305201b51844da7c,yes,Open; last Git touch 2026-07-12 UTC (71 days before census date).,
futon2,futon2/holes/M-mission-conditional-reward.md,M-mission-conditional-reward,closed-witnessed,L3: **Status: CLOSED 2026-07-12 (honest negative) — see §INSTANTIATE-OUTCOME,L3 (status phase mentions): INSTANTIATE,,closed 2026-07-12 (honest negative) — see §instantiate-outcome,yes,2026-07-13T10:40:40+01:00,c5dc800bcc2ef2cd657e793eb6de85b928b91ba6,70,3,**Status: CLOSED 2026-07-12 (honest negative) — see §INSTANTIATE-OUTCOME,"Explicit honest-negative close/stand-down: A1 fails, d9f38f3/e0b7972 and battery log record the reason; no production flip, any further attempt requires a new mission.",manual,0,0,8b891f0e383d4cd5e4c6b976cac490a9afcf925ed96abdf3e8ccfe7885802a55,no,,
futon2,futon2/holes/M-open-learning-system.md,M-open-learning-system,open,L10: **Status:** IDENTIFY (mission proposal),L10 (status phase mentions): IDENTIFY,L218: Joe,identify (mission proposal),no,2026-03-31T22:06:16+01:00,ce7a8165d31a47edf2e043c3b609932c7af4cec5,174,10,**Status:** IDENTIFY (mission proposal),Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,9d15a237a814508ebc6ddb527d9ba7b06a3bb625d34e5b004eb4cbda70e74bd7,yes,Open; last Git touch 2026-03-31 UTC (174 days before census date).,
futon2,futon2/holes/M-operational-vocabulary.md,M-operational-vocabulary,open,"L4: **Status:** **INSTANTIATE** — the FORWARD mining pipeline is BUILT and CPU-validated end-to-end; the GPU **box run** (joint mine over ~6.4k turns) is the at-scale instantiation, **pending commissioning** (prereg, §5). The **backward/sorry half** and the **promotion paths** (overlay→library/move-set/substrate-2) are chartered as the next steps. *Name provisional — alternatives: M-spin-the-scattered · M-concentration.*",L4 (status phase mentions): INSTANTIATE,L5: Joe + claude-1,reconstructed after the fact),no,2026-07-10T09:16:13+01:00,ad7e5e7ff04849735297f4f40a2fefe533912e31,73,4,"**Status:** **INSTANTIATE** — the FORWARD mining pipeline is BUILT and CPU-validated end-to-end; the GPU **box run** (joint mine over ~6.4k turns) is the at-scale instantiation, **pending commissioning** (prereg, §5). The **backward/sorry half** and the **promotion paths** (overlay→library/move-set/substrate-2) are chartered as the next steps. *Name provisional — alternatives: M-spin-the-scattered · M-concentration.*",Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,49052ad4ea92c7c0cde206e60069ba408a60723fa4da0b84e4dca95f9f8c3f25,yes,Open; last Git touch 2026-07-10 UTC (73 days before census date).,
futon2,futon2/holes/M-patchboard-viz.md,M-patchboard-viz,open,"L3: **Status:** SPEC, 2026-07-16. Owner: claude-2 (review + architecture). Build: belled to codex-1.",,L3: claude-2 (review + architecture). Build: belled to codex-1.,"spec, 2026-07-16. owner: claude-2 (review + architecture). build: belled to code",no,2026-07-16T16:08:23+01:00,28233e558a952058830c766f35db60baab0dcea2,67,3,"**Status:** SPEC, 2026-07-16. Owner: claude-2 (review + architecture). Build: belled to codex-1.",Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,2d91d951e8290196ea8564143d4c94b373605cc4e8944068ddecc2824c562953,yes,Open; last Git touch 2026-07-16 UTC (67 days before census date).,
futon2,futon2/holes/M-path-to-real.md,M-path-to-real,undetermined,,,,unknown,no,2026-07-10T09:16:13+01:00,ad7e5e7ff04849735297f4f40a2fefe533912e31,73,,,No recognized document status/lifecycle field in first 80 lines; later section statuses are not promoted to mission status.,no-header,0,0,36660dfc7c1a1f76729dd58c781526984fae40e6cc84869be875727bd329adfc,no,,
futon2,futon2/holes/M-pattern-authority-gate-report.md,M-pattern-authority-gate-report,undetermined,,,,unknown,no,2026-07-16T16:32:07+01:00,286fe0778d1732d2dfd0b3d4287f175222d1c32d,67,,,No recognized document status/lifecycle field in first 80 lines; later section statuses are not promoted to mission status.,no-header,0,0,0be07b0d53fa1e0dc11abc2730a2f44ff6e160bba5236eb204fabaeb49054f22,no,,
futon2,futon2/holes/M-pattern-authority-gate.md,M-pattern-authority-gate,open,"L3: **Status:** RUN — AUTHORITY FAIL, 2026-07-16. The verdict rule and fixed protocol",,L7: claude-2 (review + architecture). Build: codex-2.,"run — authority fail, 2026-07-16. the verdict rule and fixed protocol",no,2026-07-16T16:32:07+01:00,286fe0778d1732d2dfd0b3d4287f175222d1c32d,67,3,"**Status:** RUN — AUTHORITY FAIL, 2026-07-16. The verdict rule and fixed protocol",Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,0,48b3b04bf09dd8badecd3327b2a66567b525292041482702851c81983719f43c,yes,Open; last Git touch 2026-07-16 UTC (67 days before census date).,
futon2,futon2/holes/M-peradam-mechanization.md,M-peradam-mechanization,open,L3: **Status: P1-P3 MACHINERY LANDED DARK (2026-07-05 late evening — flown,,L16: claude-16,p1-p3 machinery landed dark (2026-07-05 late evening — flown,no,2026-07-05T22:56:53+01:00,ff171a71771067be191c1ff4dd018644475e2169,78,3,**Status: P1-P3 MACHINERY LANDED DARK (2026-07-05 late evening — flown,"P1–P3 machinery landed dark, but header awaits two rulings and E1 reward seam remains in the completion criteria.",manual,0,0,78254c32e053d93c206974efad6038810d1f4f8be4a0f32aa29b264820698605,yes,Open; last Git touch 2026-07-05 UTC (78 days before census date).,
futon2,futon2/holes/M-points-de-fuite.md,M-points-de-fuite,open,"L3: **Status:** IDENTIFY → MAP (§2) → DERIVE prototyped (§3) → ARGUE/VERIFY basic-pass (§4, claude-11) → INSTANTIATE built + verified (§5) → **DOCUMENT (§6, 2026-06-26).** (Lifecycle: `futon4/holes/mission-lifecycle.md`.)","L3 (status phase mentions): IDENTIFY, MAP, DERIVE, ARGUE, VERIFY, INSTANTIATE, DOCUMENT","L4: Joe + claude-1 · **Spawned:** 2026-06-25, from the meme/goals-holes mining work — the realization that we are paying a 70B to *recover, twice, after the fact* the very structure the agent *knew* it was minting as it worked.","identify → map (§2) → derive prototyped (§3) → argue/verify basic-pass (§4, clau",no,2026-09-20T23:07:39+00:00,1ed5006eae14ffaabed7d3dd2e0a8b5f7c06bb4e,1,3,"**Status:** IDENTIFY → MAP (§2) → DERIVE prototyped (§3) → ARGUE/VERIFY basic-pass (§4, claude-11) → INSTANTIATE built + verified (§5) → **DOCUMENT (§6, 2026-06-26).** (Lifecycle: `futon4/holes/mission-lifecycle.md`.)",Nonterminal stated status/lifecycle; no reviewed whole-document closure or retirement record.,nonterminal-header,0,4,6c185e1a533a4cc11da42cb93b366360b4c0cc2950362b080700d553628af5ec,no,,
